FID,BoroCT2010,Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T004_008,SE_T004_009,SE_T004_010,SE_T004_011,SE_T004_012,SE_T004_013,SE_T004_014,SE_T004_015,SE_T004_016,SE_T004_017,SE_T004_018,SE_T004_019,SE_T004_020,SE_T004_021,SE_T004_022,SE_T004_023,SE_T004_024,SE_T004_025,SE_T004_026,SE_T004_027,SE_T004A001,SE_T004A002,SE_T004A003,SE_T004A004,SE_T004A005,SE_T004A006,SE_T004A007,SE_T004A008,SE_T004A009,SE_T004A010,SE_T004A011,SE_T004A012,SE_T004A013,SE_T004A014,SE_T004A015,SE_T004A016,SE_T004A017,SE_T004A018,SE_T004A019,SE_T004A020,SE_T004A021,SE_T004A022,SE_T004A023,SE_T004A024,SE_T004A025,SE_T004B001,SE_T004B002,SE_T004B003,SE_T004B004,SE_T004B005,SE_T004B006,SE_T004B007,SE_T004B008,SE_T004B009,SE_T004B010,SE_T004B011,SE_T004B012,SE_T004B013,SE_T004B014,SE_T004B015,SE_T004B016,SE_T004B017,SE_T004B018,SE_T004B019,SE_T004B020,SE_T004B021,SE_T004B022,SE_T004B023,SE_T004B024,SE_T004B025,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T008A001,SE_T008A002,SE_T008A003,SE_T008A004,SE_T008A005,SE_T008A006,SE_T008A007,SE_T008A008,SE_T008A009,SE_T008A010,SE_T008A011,SE_T008A012,SE_T008B001,SE_T008B002,SE_T008B003,SE_T008B004,SE_T008B005,SE_T008B006,SE_T008B007,SE_T008B008,SE_T008B009,SE_T008B010,SE_T008B011,SE_T008B012,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T012_007,SE_T012_008,SE_T012_009,SE_T012_010,SE_T012_011,SE_T012_012,SE_T012_013,SE_T012_014,SE_T012_015,SE_T012_016,SE_T012_017,SE_T012_018,SE_T012_019,SE_T012_020,SE_T012_021,SE_T012_022,SE_T012_023,SE_T012_024,SE_T012A001,SE_T012A002,SE_T012A003,SE_T012A004,SE_T012A005,SE_T012A006,SE_T012A007,SE_T012A008,SE_T012A009,SE_T012A010,SE_T012A011,SE_T012A012,SE_T012A013,SE_T012A014,SE_T012A015,SE_T012A016,SE_T012A017,SE_T012A018,SE_T012A019,SE_T012A020,SE_T012A021,SE_T012A022,SE_T012A023,SE_T012B001,SE_T012B002,SE_T012B003,SE_T012B004,SE_T012B005,SE_T012B006,SE_T012B007,SE_T012B008,SE_T012B009,SE_T012B010,SE_T012B011,SE_T012B012,SE_T012B013,SE_T012B014,SE_T012B015,SE_T012B016,SE_T012B017,SE_T012B018,SE_T012B019,SE_T012B020,SE_T012B021,SE_T012B022,SE_T012B023,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T016_001,SE_T016_002,SE_T016_003,SE_T016_004,SE_T016_005,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T017_010,SE_T017_011,SE_T017_012,SE_T017_013,SE_T017_014,SE_T017_015,SE_T017_016,SE_T017_017,SE_T017_018,SE_T017_019,SE_T017_020,SE_T017_021,SE_T017_022,SE_T017_023,SE_T017_024,SE_T017A001,SE_T017A002
781,4118900,Census Tract 1189,"Census Tract 1189, Queens County, New York",36081118900,140,0,36,81,21,,118900,2468,2468,31589.12,0.078128161,0.07812816,0.07812816,0,2468,1225,1243,2468,1225,48,83,63,51,153,199,182,221,123,63,22,17,1243,75,66,54,46,140,219,179,194,131,68,41,30,2468,1225,48,131,194,245,398,597,779,1000,1123,1186,1208,1243,75,141,195,241,381,600,779,973,1104,1172,1213,2468,1225,1177,1094,1031,980,827,628,446,225,102,39,17,1243,1168,1102,1048,1002,862,643,464,270,139,71,30,2468,1225,245,352,526,102,1243,241,359,504,139,2468,123,149,117,97,293,418,361,415,254,131,63,47,2468,123,272,389,486,779,1197,1558,1973,2227,2358,2421,2468,2345,2196,2079,1982,1689,1271,910,495,241,110,47,2468,486,711,1030,241,2468,123,149,117,97,72,39,42,140,223,195,172,189,212,203,148,44,62,36,36,59,39,24,47,2468,123,272,389,486,558,597,639,779,1002,1197,1369,1558,1770,1973,2121,2165,2227,2263,2299,2358,2397,2421,2468,2345,2196,2079,1982,1910,1871,1829,1689,1466,1271,1099,910,698,495,347,303,241,205,169,110,71,47,1225,245,352,526,102,1243,241,359,504,139,450,13,16,16,15,9,6,2,21,29,26,14,28,42,32,35,14,19,17,15,26,22,12,21,450,13
782,4119100,Census Tract 1191,"Census Tract 1191, Queens County, New York",36081119100,140,0,36,81,21,,119100,3273,3273,38941.91,0.084048266,0.08404826,0.08404826,0,3273,1646,1627,3273,1646,108,86,100,62,183,266,266,261,166,90,43,15,1627,81,80,70,59,141,261,267,295,179,99,62,33,3273,1646,108,194,294,356,539,805,1071,1332,1498,1588,1631,1627,81,161,231,290,431,692,959,1254,1433,1532,1594,3273,1646,1538,1452,1352,1290,1107,841,575,314,148,58,15,1627,1546,1466,1396,1337,1196,935,668,373,194,95,33,3273,1646,356,449,693,148,1627,290,402,741,194,3273,189,166,170,121,324,527,533,556,345,189,105,48,3273,189,355,525,646,970,1497,2030,2586,2931,3120,3225,3273,3084,2918,2748,2627,2303,1776,1243,687,342,153,48,3273,646,851,1434,342,3273,189,166,170,121,73,42,49,160,280,247,288,245,259,297,199,80,66,39,72,78,63,42,48,3273,189,355,525,646,719,761,810,970,1250,1497,1785,2030,2289,2586,2785,2865,2931,2970,3042,3120,3183,3225,3273,3084,2918,2748,2627,2554,2512,2463,2303,2023,1776,1488,1243,984,687,488,408,342,303,231,153,90,48,1646,356,449,693,148,1627,290,402,741,194,982,54,40,47,31,22,11,14,29,69,74,59,63,68,86,59,32,22,12,33,48,43,26,40,982,54
783,4119300,Census Tract 1193,"Census Tract 1193, Queens County, New York",36081119300,140,0,36,81,21,,119300,2252,2252,27630.6,0.081503853,0.08150385,0.08150385,0,2252,1072,1180,2252,1072,62,58,50,28,107,189,145,175,136,68,47,7,1180,61,53,44,44,115,185,176,182,165,73,60,22,2252,1072,62,120,170,198,305,494,639,814,950,1018,1065,1180,61,114,158,202,317,502,678,860,1025,1098,1158,2252,1072,1010,952,902,874,767,578,433,258,122,54,7,1180,1119,1066,1022,978,863,678,502,320,155,82,22,2252,1072,198,296,456,122,1180,202,300,523,155,2252,123,111,94,72,222,374,321,357,301,141,107,29,2252,123,234,328,400,622,996,1317,1674,1975,2116,2223,2252,2129,2018,1924,1852,1630,1256,935,578,277,136,29,2252,400,596,979,277,2252,123,111,94,72,50,35,33,104,182,192,168,153,179,178,174,57,70,35,48,58,52,55,29,2252,123,234,328,400,450,485,518,622,804,996,1164,1317,1496,1674,1848,1905,1975,2010,2058,2116,2168,2223,2252,2129,2018,1924,1852,1802,1767,1734,1630,1448,1256,1088,935,756,578,404,347,277,242,194,136,84,29,1072,198,296,456,122,1180,202,300,523,155,851,38,43,34,24,18,10,7,29,54,69,41,51,65,67,86,26,30,17,26,32,32,36,16,851,38
784,4119500,Census Tract 1195,"Census Tract 1195, Queens County, New York",36081119500,140,0,36,81,21,,119500,1349,1349,18451.46,0.073110763,0.07311077,0.07311077,0,1349,683,666,1349,683,41,34,45,34,62,92,84,119,96,38,24,14,666,21,34,28,30,60,76,83,140,79,51,50,14,1349,683,41,75,120,154,216,308,392,511,607,645,669,666,21,55,83,113,173,249,332,472,551,602,652,1349,683,642,608,563,529,467,375,291,172,76,38,14,666,645,611,583,553,493,417,334,194,115,64,14,1349,683,154,154,299,76,666,113,136,302,115,1349,62,68,73,64,122,168,167,259,175,89,74,28,1349,62,130,203,267,389,557,724,983,1158,1247,1321,1349,1287,1219,1146,1082,960,792,625,366,191,102,28,1349,267,290,601,191,1349,62,68,73,64,34,21,19,48,84,84,91,76,112,147,102,31,42,27,33,29,36,38,28,1349,62,130,203,267,301,322,341,389,473,557,648,724,836,983,1085,1116,1158,1185,1218,1247,1283,1321,1349,1287,1219,1146,1082,1048,1027,1008,960,876,792,701,625,513,366,264,233,191,164,131,102,66,28,683,154,154,299,76,666,113,136,302,115,730,21,16,36,35,18,13,12,23,41,39,38,35,50,92,68,13,28,18,26,23,28,32,25,730,21
785,4119900,Census Tract 1199,"Census Tract 1199, Queens County, New York",36081119900,140,0,36,81,21,,119900,1507,1507,21171.49,0.071180639,0.07118064,0.07118064,0,1507,720,787,1507,720,37,28,40,28,70,97,79,121,116,55,34,15,787,24,35,40,39,57,121,98,128,113,60,49,23,1507,720,37,65,105,133,203,300,379,500,616,671,705,787,24,59,99,138,195,316,414,542,655,715,764,1507,720,683,655,615,587,517,420,341,220,104,49,15,787,763,728,688,649,592,471,373,245,132,72,23,1507,720,133,167,316,104,787,138,178,339,132,1507,61,63,80,67,127,218,177,249,229,115,83,38,1507,61,124,204,271,398,616,793,1042,1271,1386,1469,1507,1446,1383,1303,1236,1109,891,714,465,236,121,38,1507,271,345,655,236,1507,61,63,80,67,23,26,19,59,112,106,84,93,116,133,135,33,61,31,38,46,38,45,38,1507,61,124,204,271,294,320,339,398,510,616,700,793,909,1042,1177,1210,1271,1302,1340,1386,1424,1469,1507,1446,1383,1303,1236,1213,1187,1168,1109,997,891,807,714,598,465,330,297,236,205,167,121,83,38,720,133,167,316,104,787,138,178,339,132,500,15,9,19,18,5,11,7,15,30,30,21,23,33,36,50,11,26,16,20,26,26,31,22,500,15
786,4120100,Census Tract 1201,"Census Tract 1201, Queens County, New York",36081120100,140,0,36,81,21,,120100,1668,1668,26521.09,0.062893342,0.06289334,0.06289334,0,1668,821,847,1668,821,30,55,49,37,66,122,125,144,103,55,26,9,847,35,52,47,28,85,114,119,135,117,63,29,23,1668,821,30,85,134,171,237,359,484,628,731,786,812,847,35,87,134,162,247,361,480,615,732,795,824,1668,821,791,736,687,650,584,462,337,193,90,35,9,847,812,760,713,685,600,486,367,232,115,52,23,1668,821,171,188,372,90,847,162,199,371,115,1668,65,107,96,65,151,236,244,279,220,118,55,32,1668,65,172,268,333,484,720,964,1243,1463,1581,1636,1668,1603,1496,1400,1335,1184,948,704,425,205,87,32,1668,333,387,743,205,1668,65,107,96,65,38,25,18,70,132,104,109,135,151,128,130,37,53,28,37,53,26,29,32,1668,65,172,268,333,371,396,414,484,616,720,829,964,1115,1243,1373,1410,1463,1491,1528,1581,1607,1636,1668,1603,1496,1400,1335,1297,1272,1254,1184,1052,948,839,704,553,425,295,258,205,177,140,87,61,32,821,171,188,372,90,847,162,199,371,115,347,18,20,19,16,5,4,4,13,26,22,19,17,23,25,30,6,6,2,6,15,12,17,22,347,18
787,4120300,Census Tract 1203,"Census Tract 1203, Queens County, New York",36081120300,140,0,36,81,21,,120300,1642,1642,23111.32,0.071047433,0.07104743,0.07104743,0,1642,811,831,1642,811,48,30,34,27,86,125,113,132,107,60,31,18,831,39,35,28,22,72,133,110,151,112,71,38,20,1642,811,48,78,112,139,225,350,463,595,702,762,793,831,39,74,102,124,196,329,439,590,702,773,811,1642,811,763,733,699,672,586,461,348,216,109,49,18,831,792,757,729,707,635,502,392,241,129,58,20,1642,811,139,211,352,109,831,124,205,373,129,1642,87,65,62,49,158,258,223,283,219,131,69,38,1642,87,152,214,263,421,679,902,1185,1404,1535,1604,1642,1555,1490,1428,1379,1221,963,740,457,238,107,38,1642,263,416,725,238,1642,87,65,62,49,45,30,15,68,152,106,113,110,135,148,121,37,61,28,50,53,35,34,38,1642,87,152,214,263,308,338,353,421,573,679,792,902,1037,1185,1306,1343,1404,1432,1482,1535,1570,1604,1642,1555,1490,1428,1379,1334,1304,1289,1221,1069,963,850,740,605,457,336,299,238,210,160,107,72,38,811,139,211,352,109,831,124,205,373,129,353,11,16,11,5,9,9,3,11,22,16,18,18,19,34,28,8,21,11,13,24,10,14,22,353,11
788,4120500,Census Tract 1205,"Census Tract 1205, Queens County, New York",36081120500,140,0,36,81,21,,120500,3024,3024,38727.64,0.078083759,0.07808376,0.07808376,0,3024,1469,1555,3024,1469,88,60,72,47,152,182,227,248,132,109,112,40,1555,71,56,44,38,142,210,219,217,172,156,176,54,3024,1469,88,148,220,267,419,601,828,1076,1208,1317,1429,1555,71,127,171,209,351,561,780,997,1169,1325,1501,3024,1469,1381,1321,1249,1202,1050,868,641,393,261,152,40,1555,1484,1428,1384,1346,1204,994,775,558,386,230,54,3024,1469,267,334,607,261,1555,209,352,608,386,3024,159,116,116,85,294,392,446,465,304,265,288,94,3024,159,275,391,476,770,1162,1608,2073,2377,2642,2930,3024,2865,2749,2633,2548,2254,1862,1416,951,647,382,94,3024,476,686,1215,647,3024,159,116,116,85,78,37,46,133,196,196,216,230,233,232,168,70,66,51,71,143,151,137,94,3024,159,275,391,476,554,591,637,770,966,1162,1378,1608,1841,2073,2241,2311,2377,2428,2499,2642,2793,2930,3024,2865,2749,2633,2548,2470,2433,2387,2254,2058,1862,1646,1416,1183,951,783,713,647,596,525,382,231,94,1469,267,334,607,261,1555,209,352,608,386,425,14,12,10,9,7,1,4,9,18,18,16,18,22,32,21,5,9,3,8,41,49,56,43,425,14
789,4120700,Census Tract 1207,"Census Tract 1207, Queens County, New York",36081120700,140,0,36,81,21,,120700,2794,2794,10451.49,0.267330196,0.2673302,0.2673302,0,2794,1369,1425,2794,1369,61,80,90,58,138,169,180,232,190,97,49,25,1425,66,64,63,38,138,180,186,253,211,111,71,44,2794,1369,61,141,231,289,427,596,776,1008,1198,1295,1344,1425,66,130,193,231,369,549,735,988,1199,1310,1381,2794,1369,1308,1228,1138,1080,942,773,593,361,171,74,25,1425,1359,1295,1232,1194,1056,876,690,437,226,115,44,2794,1369,289,307,602,171,1425,231,318,650,226,2794,127,144,153,96,276,349,366,485,401,208,120,69,2794,127,271,424,520,796,1145,1511,1996,2397,2605,2725,2794,2667,2523,2370,2274,1998,1649,1283,798,397,189,69,2794,520,625,1252,397,2794,127,144,153,96,87,38,40,111,187,162,180,186,226,259,216,88,97,54,68,86,61,59,69,2794,127,271,424,520,607,645,685,796,983,1145,1325,1511,1737,1996,2212,2300,2397,2451,2519,2605,2666,2725,2794,2667,2523,2370,2274,2187,2149,2109,1998,1811,1649,1469,1283,1057,798,582,494,397,343,275,189,128,69,1369,289,307,602,171,1425,231,318,650,226,1290,41,56,75,41,38,12,20,52,64,57,71,81,107,105,111,46,54,26,40,51,43,45,54,1290,41
790,4124100,Census Tract 1241,"Census Tract 1241, Queens County, New York",36081124100,140,0,36,81,21,,124100,3897,3897,20232.58,0.192610159,0.1926102,0.1926102,0,3897,1897,2000,3897,1897,86,108,109,92,217,270,243,244,256,131,88,53,2000,103,89,96,84,233,273,216,289,280,148,126,63,3897,1897,86,194,303,395,612,882,1125,1369,1625,1756,1844,2000,103,192,288,372,605,878,1094,1383,1663,1811,1937,3897,1897,1811,1703,1594,1502,1285,1015,772,528,272,141,53,2000,1897,1808,1712,1628,1395,1122,906,617,337,189,63,3897,1897,395,487,743,272,2000,372,506,785,337,3897,189,197,205,176,450,543,459,533,536,279,214,116,3897,189,386,591,767,1217,1760,2219,2752,3288,3567,3781,3897,3708,3511,3306,3130,2680,2137,1678,1145,609,330,116,3897,767,993,1528,609,3897,189,197,205,176,119,52,90,189,277,266,244,215,251,282,286,122,128,59,96,124,101,113,116,3897,189,386,591,767,886,938,1028,1217,1494,1760,2004,2219,2470,2752,3038,3160,3288,3347,3443,3567,3668,3781,3897,3708,3511,3306,3130,3011,2959,2869,2680,2403,2137,1893,1678,1427,1145,859,737,609,550,454,330,229,116,1897,395,487,743,272,2000,372,506,785,337,1741,89,81,90,74,51,20,30,84,110,119,86,70,93,117,131,47,61,26,51,58,72,91,90,1741,89
791,4124700,Census Tract 1247,"Census Tract 1247, Queens County, New York",36081124700,140,0,36,81,21,,124700,3550,3550,19076.59,0.186091982,0.186092,0.186092,0,3550,1728,1822,3550,1728,89,105,99,91,208,192,188,248,258,134,70,46,1822,74,87,97,79,200,188,198,288,290,154,102,65,3550,1728,89,194,293,384,592,784,972,1220,1478,1612,1682,1822,74,161,258,337,537,725,923,1211,1501,1655,1757,3550,1728,1639,1534,1435,1344,1136,944,756,508,250,116,46,1822,1748,1661,1564,1485,1285,1097,899,611,321,167,65,3550,1728,384,400,694,250,1822,337,388,776,321,3550,163,192,196,170,408,380,386,536,548,288,172,111,3550,163,355,551,721,1129,1509,1895,2431,2979,3267,3439,3550,3387,3195,2999,2829,2421,2041,1655,1119,571,283,111,3550,721,788,1470,571,3550,163,192,196,170,91,82,62,173,200,180,187,199,243,293,295,123,130,58,92,138,86,86,111,3550,163,355,551,721,812,894,956,1129,1329,1509,1696,1895,2138,2431,2726,2849,2979,3037,3129,3267,3353,3439,3550,3387,3195,2999,2829,2738,2656,2594,2421,2221,2041,1854,1655,1412,1119,824,701,571,513,421,283,197,111,1728,384,400,694,250,1822,337,388,776,321,2013,95,102,88,98,56,41,43,96,104,84,85,88,114,161,183,73,88,35,61,92,66,69,91,2013,95
792,4126500,Census Tract 1265,"Census Tract 1265, Queens County, New York",36081126500,140,0,36,81,21,,126500,1660,1660,21366.35,0.077692252,0.07769226,0.07769226,0,1660,834,826,1660,834,32,40,41,36,124,110,98,129,127,49,39,9,826,30,30,49,42,82,96,86,160,118,90,35,8,1660,834,32,72,113,149,273,383,481,610,737,786,825,826,30,60,109,151,233,329,415,575,693,783,818,1660,834,802,762,721,685,561,451,353,224,97,48,9,826,796,766,717,675,593,497,411,251,133,43,8,1660,834,149,234,354,97,826,151,178,364,133,1660,62,70,90,78,206,206,184,289,245,139,74,17,1660,62,132,222,300,506,712,896,1185,1430,1569,1643,1660,1598,1528,1438,1360,1154,948,764,475,230,91,17,1660,300,412,718,230,1660,62,70,90,78,43,26,31,106,104,102,96,88,128,161,142,46,57,47,30,62,48,26,17,1660,62,132,222,300,343,369,400,506,610,712,808,896,1024,1185,1327,1373,1430,1477,1507,1569,1617,1643,1660,1598,1528,1438,1360,1317,1291,1260,1154,1050,948,852,764,636,475,333,287,230,183,153,91,43,17,834,149,234,354,97,826,151,178,364,133,563,24,27,25,20,13,6,8,29,34,36,39,23,45,38,44,18,26,11,8,31,29,18,11,563,24
793,4129104,Census Tract 1291.04,"Census Tract 1291.04, Queens County, New York",36081129104,140,0,36,81,21,,129104,4102,4102,15184.18,0.270149514,0.2701495,0.2701495,0,4102,1871,2231,4102,1871,117,105,90,45,125,272,282,295,293,145,73,29,2231,100,84,73,48,106,288,332,372,407,211,125,85,4102,1871,117,222,312,357,482,754,1036,1331,1624,1769,1842,2231,100,184,257,305,411,699,1031,1403,1810,2021,2146,4102,1871,1754,1649,1559,1514,1389,1117,835,540,247,102,29,2231,2131,2047,1974,1926,1820,1532,1200,828,421,210,85,4102,1871,357,397,870,247,2231,305,394,1111,421,4102,217,189,163,93,231,560,614,667,700,356,198,114,4102,217,406,569,662,893,1453,2067,2734,3434,3790,3988,4102,3885,3696,3533,3440,3209,2649,2035,1368,668,312,114,4102,662,791,1981,668,4102,217,189,163,93,59,21,26,125,256,304,338,276,317,350,371,137,192,101,108,147,98,100,114,4102,217,406,569,662,721,742,768,893,1149,1453,1791,2067,2384,2734,3105,3242,3434,3535,3643,3790,3888,3988,4102,3885,3696,3533,3440,3381,3360,3334,3209,2953,2649,2311,2035,1718,1368,997,860,668,567,459,312,214,114,1871,357,397,870,247,2231,305,394,1111,421,2542,132,88,66,43,26,14,14,72,158,180,184,149,181,214,254,103,129,75,81,115,78,86,100,2542,132
794,4133900,Census Tract 1339,"Census Tract 1339, Queens County, New York",36081133900,140,0,36,81,21,,133900,1302,1302,14907.16,0.087340559,0.08734056,0.08734056,0,1302,629,673,1302,629,34,39,28,22,69,72,60,92,108,58,35,12,673,43,39,35,22,39,72,75,98,112,74,39,25,1302,629,34,73,101,123,192,264,324,416,524,582,617,673,43,82,117,139,178,250,325,423,535,609,648,1302,629,595,556,528,506,437,365,305,213,105,47,12,673,630,591,556,534,495,423,348,250,138,64,25,1302,629,123,141,260,105,673,139,111,285,138,1302,77,78,63,44,108,144,135,190,220,132,74,37,1302,77,155,218,262,370,514,649,839,1059,1191,1265,1302,1225,1147,1084,1040,932,788,653,463,243,111,37,1302,262,252,545,243,1302,77,78,63,44,23,14,23,48,68,76,68,67,105,85,107,60,53,30,44,58,38,36,37,1302,77,155,218,262,285,299,322,370,438,514,582,649,754,839,946,1006,1059,1089,1133,1191,1229,1265,1302,1225,1147,1084,1040,1017,1003,980,932,864,788,720,653,548,463,356,296,243,213,169,111,73,37,629,123,141,260,105,673,139,111,285,138,749,47,40,30,18,11,13,13,24,40,46,34,29,53,39,61,37,29,23,30,43,30,30,29,749,47
795,4140901,Census Tract 1409.01,"Census Tract 1409.01, Queens County, New York",36081140901,140,0,36,81,21,,140901,914,914,9852.74,0.092766067,0.09276607,0.09276607,0,914,459,455,914,459,32,37,23,16,39,53,52,62,71,45,19,10,455,8,22,23,12,30,47,66,78,76,42,33,18,914,459,32,69,92,108,147,200,252,314,385,430,449,455,8,30,53,65,95,142,208,286,362,404,437,914,459,427,390,367,351,312,259,207,145,74,29,10,455,447,425,402,390,360,313,247,169,93,51,18,914,459,108,92,185,74,455,65,77,220,93,914,40,59,46,28,69,100,118,140,147,87,52,28,914,40,99,145,173,242,342,460,600,747,834,886,914,874,815,769,741,672,572,454,314,167,80,28,914,173,169,405,167,914,40,59,46,28,21,8,12,28,60,40,57,61,67,73,79,26,42,26,19,42,34,18,28,914,40,99,145,173,194,202,214,242,302,342,399,460,527,600,679,705,747,773,792,834,868,886,914,874,815,769,741,720,712,700,672,612,572,515,454,387,314,235,209,167,141,122,80,46,28,459,108,92,185,74,455,65,77,220,93,427,18,19,15,12,10,4,6,7,23,17,16,21,39,32,38,12,23,17,10,29,24,12,23,427,18
796,4140902,Census Tract 1409.02,"Census Tract 1409.02, Queens County, New York",36081140902,140,0,36,81,21,,140902,2603,2603,12325.38,0.211190168,0.2111902,0.2111902,0,2603,1235,1368,2603,1235,53,56,79,66,118,125,151,223,174,101,60,29,1368,58,61,82,46,115,136,175,253,201,106,90,45,2603,1235,53,109,188,254,372,497,648,871,1045,1146,1206,1368,58,119,201,247,362,498,673,926,1127,1233,1323,2603,1235,1182,1126,1047,981,863,738,587,364,190,89,29,1368,1310,1249,1167,1121,1006,870,695,442,241,135,45,2603,1235,254,243,548,190,1368,247,251,629,241,2603,111,117,161,112,233,261,326,476,375,207,150,74,2603,111,228,389,501,734,995,1321,1797,2172,2379,2529,2603,2492,2375,2214,2102,1869,1608,1282,806,431,224,74,2603,501,494,1177,431,2603,111,117,161,112,65,28,33,107,147,114,148,178,227,249,193,91,91,55,72,80,74,76,74,2603,111,228,389,501,566,594,627,734,881,995,1143,1321,1548,1797,1990,2081,2172,2227,2299,2379,2453,2529,2603,2492,2375,2214,2102,2037,2009,1976,1869,1722,1608,1460,1282,1055,806,613,522,431,376,304,224,150,74,1235,254,243,548,190,1368,247,251,629,241,986,21,36,45,32,24,8,10,33,49,27,44,63,78,82,89,39,50,27,35,44,40,55,55,986,21
797,4145102,Census Tract 1451.02,"Census Tract 1451.02, Queens County, New York",36081145102,140,0,36,81,21,,145102,2468,2468,18241.17,0.13529831,0.1352983,0.1352983,0,2468,1207,1261,2468,1207,68,85,67,54,122,144,181,202,162,69,41,12,1261,54,64,70,53,104,161,190,223,156,92,58,36,2468,1207,68,153,220,274,396,540,721,923,1085,1154,1195,1261,54,118,188,241,345,506,696,919,1075,1167,1225,2468,1207,1139,1054,987,933,811,667,486,284,122,53,12,1261,1207,1143,1073,1020,916,755,565,342,186,94,36,2468,1207,274,266,545,122,1261,241,265,569,186,2468,122,149,137,107,226,305,371,425,318,161,99,48,2468,122,271,408,515,741,1046,1417,1842,2160,2321,2420,2468,2346,2197,2060,1953,1727,1422,1051,626,308,147,48,2468,515,531,1114,308,2468,122,149,137,107,64,38,36,88,146,159,172,199,242,183,164,76,78,49,54,58,55,44,48,2468,122,271,408,515,579,617,653,741,887,1046,1218,1417,1659,1842,2006,2082,2160,2209,2263,2321,2376,2420,2468,2346,2197,2060,1953,1889,1851,1815,1727,1581,1422,1250,1051,809,626,462,386,308,259,205,147,92,48,1207,274,266,545,122,1261,241,265,569,186,871,27,48,31,26,20,12,15,23,53,45,54,58,84,68,70,36,34,21,31,31,28,20,36,871,27
798,4145900,Census Tract 1459,"Census Tract 1459, Queens County, New York",36081145900,140,0,36,81,21,,145900,2772,2772,19389.5,0.142963983,0.142964,0.142964,0,2772,1293,1479,2772,1293,54,62,77,58,122,177,165,211,187,110,49,21,1479,65,63,79,68,128,175,205,217,215,123,89,52,2772,1293,54,116,193,251,373,550,715,926,1113,1223,1272,1479,65,128,207,275,403,578,783,1000,1215,1338,1427,2772,1293,1239,1177,1100,1042,920,743,578,367,180,70,21,1479,1414,1351,1272,1204,1076,901,696,479,264,141,52,2772,1293,251,299,563,180,1479,275,303,637,264,2772,119,125,156,126,250,352,370,428,402,233,138,73,2772,119,244,400,526,776,1128,1498,1926,2328,2561,2699,2772,2653,2528,2372,2246,1996,1644,1274,846,444,211,73,2772,526,602,1200,444,2772,119,125,156,126,67,33,39,111,167,185,165,205,209,219,229,82,91,60,77,96,75,63,73,2772,119,244,400,526,593,626,665,776,943,1128,1293,1498,1707,1926,2155,2237,2328,2388,2465,2561,2636,2699,2772,2653,2528,2372,2246,2179,2146,2107,1996,1829,1644,1479,1274,1065,846,617,535,444,384,307,211,136,73,1293,251,299,563,180,1479,275,303,637,264,1588,56,60,92,64,40,20,20,61,82,76,74,113,115,117,145,49,58,40,50,73,60,58,65,1588,56
799,4152902,Census Tract 1529.02,"Census Tract 1529.02, Queens County, New York",36081152902,140,0,36,81,21,,152902,5126,5126,12775.77,0.401228114,0.4012281,0.4012281,0,5126,2388,2738,5126,2388,123,125,116,97,151,291,292,357,389,202,157,88,2738,115,131,108,65,155,286,343,419,476,260,233,147,5126,2388,123,248,364,461,612,903,1195,1552,1941,2143,2300,2738,115,246,354,419,574,860,1203,1622,2098,2358,2591,5126,2388,2265,2140,2024,1927,1776,1485,1193,836,447,245,88,2738,2623,2492,2384,2319,2164,1878,1535,1116,640,380,147,5126,2388,461,442,1038,447,2738,419,441,1238,640,5126,238,256,224,162,306,577,635,776,865,462,390,235,5126,238,494,718,880,1186,1763,2398,3174,4039,4501,4891,5126,4888,4632,4408,4246,3940,3363,2728,1952,1087,625,235,5126,880,883,2276,1087,5126,238,256,224,162,81,42,34,149,264,313,329,306,351,425,456,174,235,128,125,209,175,215,235,5126,238,494,718,880,961,1003,1037,1186,1450,1763,2092,2398,2749,3174,3630,3804,4039,4167,4292,4501,4676,4891,5126,4888,4632,4408,4246,4165,4123,4089,3940,3676,3363,3034,2728,2377,1952,1496,1322,1087,959,834,625,450,235,2388,461,442,1038,447,2738,419,441,1238,640,3146,101,93,78,70,36,24,11,89,175,174,131,147,188,279,310,140,183,93,92,164,147,205,216,3146,101
